length_of_stay_days,pet_type,pet_age,size,shedding,coat_length,temperament,breed_type,adoption_fee,gender,is_mix,shots_up_to_date,spayed_neutered,hypoallergenic,housebroken,special_need,gets_along_with_cats,gets_along_with_dogs,gets_along_with_kids,courtesy_post,cross_post,litter,parent_of_litter,primary_breed,secondary_breed,third_breed,fourth_breed,bully_breed,popular_breed,bonded_pair,age_total_months,sentiment_score,record_type,subtype,had_medical
46,dog,puppy,medium,nan,nan,nan,nan,465,female,yes,yes,no,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,german shepherd dog,,,,no,no,no,30.0,0.0,,,no
22,dog,puppy,medium,nan,nan,nan,nan,500,female,no,yes,yes,no,not sure,yes,not sure,not sure,not sure,no,no,no,no,shiba inu,,,,no,no,no,41.0,0.0,,,no
29,dog,senior,small,nan,nan,nan,nan,250,male,yes,yes,yes,yes,yes,no,not sure,not sure,not sure,no,no,no,no,bichon frise,,,,no,no,no,151.0,0.0,"surgery/procedures, surgery/procedures","medications, medications",yes
83,dog,adult,small,sheds a little,nan,nan,nan,400,female,yes,yes,yes,no,yes,no,not sure,yes,yes,no,no,no,no,chihuahua,yorkie,,,no,no,no,60.0,0.0,,,no
192,dog,adult,large,nan,nan,nan,nan,350,female,no,yes,yes,no,yes,not sure,no,no,yes,yes,no,no,no,german shepherd dog,,,,no,no,no,67.0,0.0,,,no
14,dog,young,small,sheds a little,nan,nan,nan,425,female,no,yes,yes,no,not sure,not sure,not sure,yes,not sure,no,no,no,no,chihuahua,,,,no,no,no,42.0,0.0,surgery/procedures,other,yes
54,dog,puppy,small,sheds a little,nan,nan,nan,865,male,yes,yes,yes,no,no,no,not sure,not sure,not sure,no,no,yes,no,chinese crested,shih tzu,,,no,no,no,16.0,0.0,,,no
23,dog,puppy,small,sheds a little,nan,nan,nan,865,female,yes,yes,yes,no,no,no,not sure,not sure,not sure,no,no,yes,no,chinese crested,shih tzu,,,no,no,no,16.0,0.0,,,no
33,dog,puppy,small,sheds a little,nan,nan,nan,865,female,yes,yes,yes,no,no,no,not sure,not sure,not sure,no,no,yes,no,chinese crested,shih tzu,,,no,no,no,16.0,0.0,,,no
27,dog,puppy,small,sheds a little,nan,nan,nan,865,female,yes,yes,yes,no,no,no,not sure,not sure,not sure,no,no,yes,no,chinese crested,shih tzu,,,no,no,no,16.0,0.0,,,no
68,dog,adult,small,nan,nan,nan,nan,300,female,yes,yes,yes,no,not sure,not sure,yes,yes,not sure,no,no,no,no,pomeranian,pekingese,,,no,no,no,154.0,0.0,,,no
42,dog,senior,large,nan,nan,nan,nan,250,female,no,yes,yes,no,yes,not sure,yes,not sure,yes,no,no,no,no,german shorthaired pointer,,,,no,no,no,,0.0,,,no
110,dog,senior,small,nan,nan,nan,nan,250,male,no,yes,yes,no,yes,no,yes,yes,not sure,no,no,no,no,chihuahua,,,,no,no,no,179.0,0.0,surgery/procedures,dental prophylaxis,yes
41,dog,adult,small,nan,nan,nan,nan,365,male,yes,yes,yes,not sure,not sure,not sure,yes,yes,no,no,no,no,no,papillon,chihuahua,,,no,no,no,83.0,0.0,,,no
43,dog,puppy,medium,sheds a lot,nan,nan,nan,550,female,yes,yes,yes,no,not sure,not sure,yes,yes,yes,no,no,no,no,australian shepherd,,,,no,no,no,,0.0,,,no
49,dog,puppy,medium,nan,nan,nan,nan,450,male,yes,yes,no,no,not sure,no,not sure,yes,yes,no,no,no,no,pit bull terrier,,,,no,no,no,54.0,0.0,,,no
15,dog,young,large,sheds a lot,medium,nan,mixed,450,male,yes,yes,yes,no,not sure,not sure,not sure,yes,not sure,no,no,no,no,labrador retriever,,,,no,yes,no,103.0,0.0,,,no
1781,dog,adult,large,nan,nan,nan,nan,365,female,no,yes,yes,no,yes,no,no,no,not sure,no,no,no,no,german shepherd dog,,,,no,no,no,72.0,0.0,,,no
62,dog,puppy,large,sheds a little,nan,nan,nan,365,female,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,boxer,mastiff,,,no,no,no,20.0,0.0,diagnosis,,yes
56,dog,young,small,no shedding,nan,nan,nan,700,female,nan,yes,yes,yes,yes,not sure,yes,yes,yes,no,no,no,no,poodle (miniature),,,,no,no,no,20.0,0.0,,,no
4,dog,young,small,nan,nan,nan,nan,400,female,no,yes,yes,no,yes,no,yes,yes,yes,yes,no,no,no,pomeranian,,,,no,no,no,72.0,0.0,,,no
10,dog,puppy,small,nan,nan,nan,nan,665,female,yes,yes,yes,not sure,not sure,not sure,not sure,yes,yes,no,no,no,no,maltese,yorkie,,,no,no,no,32.0,0.0,,,no
34,dog,puppy,small,nan,nan,nan,nan,450,female,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,australian cattle dog,beagle,,,no,yes,no,73.0,0.0,,,no
94,dog,puppy,x-large,nan,nan,nan,nan,450,female,yes,yes,no,no,yes,no,yes,yes,yes,no,no,yes,no,alaskan malamute,,,,no,no,no,58.0,0.0,,,no
101,dog,puppy,x-large,nan,nan,nan,nan,450,female,yes,yes,no,no,yes,no,yes,yes,yes,no,no,yes,no,alaskan malamute,,,,no,no,no,58.0,0.0,,,no
120,dog,puppy,x-large,nan,nan,nan,nan,450,female,yes,yes,no,no,yes,no,yes,yes,yes,no,no,yes,no,alaskan malamute,,,,no,no,no,58.0,0.0,,,no
146,dog,puppy,x-large,nan,nan,nan,nan,450,female,yes,yes,no,no,yes,no,yes,yes,yes,no,no,yes,no,alaskan malamute,,,,no,no,no,58.0,0.0,,,no
44,dog,puppy,medium,sheds a little,nan,nan,nan,465,male,yes,yes,yes,no,not sure,not sure,not sure,not sure,not sure,no,no,no,no,american pit bull terrier,,,,yes,no,no,17.0,0.0,,,no
31,dog,puppy,medium,nan,nan,nan,nan,350,female,no,yes,yes,no,no,yes,no,yes,not sure,no,no,no,no,bulldog,,,,no,yes,no,76.0,0.0,,,no
36,dog,senior,small,not available,short,nan,purebreed,nan,male,no,yes,yes,not sure,no,no,not sure,not sure,not sure,no,no,no,no,yorkshire terrier,,,,no,yes,no,97.0,0.0,,,no
43,dog,adult,small,sheds a little,nan,nan,nan,375,male,yes,yes,yes,no,yes,not sure,yes,yes,no,yes,no,no,no,chihuahua,dachshund,,,no,yes,no,84.0,0.0,,,no
57,dog,puppy,medium,sheds a little,nan,nan,nan,415,female,yes,yes,yes,no,not sure,not sure,not sure,yes,not sure,no,no,no,no,boxer,pit bull terrier,,,no,no,no,17.0,0.0,,,no
160,dog,adult,large,nan,nan,nan,nan,350,male,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,german shepherd dog,,,,no,no,no,118.0,0.0,,,no
25,dog,puppy,medium,sheds a lot,short,nan,mixed,450,female,yes,yes,yes,no,no,not sure,not sure,yes,not sure,no,no,no,no,pit bull terrier,,,,no,no,no,94.0,0.0,,,no
15,dog,puppy,small,nan,nan,nan,nan,565,male,yes,yes,yes,not sure,not sure,not sure,yes,yes,not sure,no,no,no,no,chihuahua,dachshund,,,no,yes,no,24.0,0.0,,,no
27,dog,adult,small,nan,nan,nan,nan,300,male,yes,yes,yes,no,yes,no,not sure,yes,yes,no,no,no,no,chihuahua,,,,no,no,no,122.0,0.0,,,no
10,dog,puppy,small,nan,nan,nan,nan,400,female,yes,yes,no,no,no,not sure,not sure,yes,yes,no,no,no,no,other,,,,no,no,no,85.0,0.0,,,no
57,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,no,no,not sure,no,yes,yes,yes,no,no,yes,no,shepherds (all types),,,,no,no,no,60.0,0.0,,,no
43,dog,puppy,large,nan,nan,nan,nan,450,male,yes,yes,no,no,not sure,no,yes,yes,yes,no,no,yes,no,shepherds (all types),,,,no,no,no,60.0,0.0,,,no
26,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,no,no,not sure,no,yes,yes,yes,no,no,yes,no,shepherds (all types),,,,no,no,no,60.0,0.0,,,no
119,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,no,no,not sure,no,yes,yes,yes,no,no,yes,no,shepherds (all types),,,,no,no,no,60.0,0.0,,,no
29,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,no,no,not sure,no,yes,yes,yes,no,no,yes,no,shepherds (all types),,,,no,no,no,60.0,0.0,,,no
38,dog,puppy,medium,nan,nan,nan,nan,450,male,yes,yes,no,no,not sure,no,yes,yes,yes,no,no,yes,no,shepherds (all types),,,,no,no,no,60.0,0.0,,,no
45,dog,puppy,medium,nan,nan,nan,nan,450,male,yes,yes,no,no,not sure,no,yes,yes,yes,no,no,yes,no,shepherds (all types),,,,no,no,no,60.0,0.0,,,no
57,dog,adult,medium,nan,nan,nan,nan,200,female,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,pit bull terrier,,,,no,no,no,,0.0,,,no
20,dog,young,large,nan,nan,nan,nan,400,female,no,yes,yes,no,not sure,not sure,not sure,yes,no,no,no,no,no,german shepherd dog,,,,no,no,no,44.0,0.0,,,no
149,dog,adult,small,sheds a little,nan,nan,nan,350,female,yes,yes,yes,no,yes,not sure,yes,yes,not sure,no,no,no,no,dachshund,other,,,no,yes,no,,0.0,surgery/procedures,other surgery,yes
22,dog,puppy,small,nan,nan,nan,nan,500,female,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,yorkshire terrier,,,,no,yes,no,58.0,0.0,,,no
408,dog,young,large,no shedding,nan,nan,nan,515,male,yes,yes,yes,yes,yes,no,not sure,yes,yes,no,no,no,no,goldendoodle,,,,no,no,no,43.0,0.0,medications,,yes
56,dog,senior,small,nan,nan,nan,nan,315,male,no,yes,yes,not sure,no,not sure,not sure,yes,not sure,no,no,no,no,papillon,,,,no,no,no,152.0,0.0,,,no
15,dog,puppy,large,nan,nan,nan,nan,465,female,yes,yes,yes,not sure,yes,not sure,not sure,yes,yes,no,no,no,no,belgian malinois,husky,,,no,no,no,18.0,0.0,,,no
7,dog,puppy,large,nan,nan,nan,nan,495,male,nan,yes,yes,yes,yes,not sure,not sure,yes,yes,no,no,no,no,goldendoodle,,,,no,no,no,90.0,0.0,,,no
39,dog,young,medium,nan,nan,nan,nan,350,male,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,german shepherd dog,,,,no,no,no,73.0,0.0,,,no
34,dog,young,medium,nan,nan,nan,nan,415,male,nan,yes,not sure,no,not sure,not sure,yes,yes,yes,no,no,no,no,australian shepherd,,,,no,no,no,40.0,0.0,,,no
0,dog,senior,small,nan,nan,nan,nan,200,female,no,yes,yes,no,yes,not sure,not sure,yes,not sure,no,no,no,no,pomeranian,,,,no,no,no,,0.0,,,no
15,dog,puppy,small,sheds a little,medium,nan,purebreed,400,male,no,yes,yes,no,yes,not sure,not sure,yes,yes,no,no,no,no,australian shepherd,,,,no,no,no,98.0,0.0,,,no
14,dog,adult,small,sheds a little,nan,nan,nan,465,male,yes,yes,yes,no,yes,not sure,not sure,not sure,not sure,no,no,no,no,yorkshire terrier,,,,no,yes,no,61.0,0.0,,,no
12,dog,senior,small,nan,nan,nan,nan,300,male,no,yes,yes,yes,not sure,no,not sure,yes,no,no,no,no,no,yorkshire terrier,,,,no,yes,no,160.0,0.0,,,no
17,dog,adult,large,nan,nan,nan,nan,300,male,no,yes,yes,no,yes,no,not sure,yes,yes,no,no,no,no,doberman pinscher,,,,no,no,no,119.0,0.0,,,no
16,dog,adult,small,nan,nan,nan,nan,400,male,yes,yes,yes,no,yes,not sure,not sure,not sure,yes,no,no,no,no,chihuahua,,,,no,no,no,105.0,0.0,surgery/procedures,dental prophylaxis,yes
12,dog,adult,large,nan,nan,nan,nan,365,male,yes,yes,yes,no,yes,not sure,yes,yes,not sure,no,no,no,no,collie,,,,no,no,no,64.0,0.0,,,no
161,dog,adult,small,nan,nan,nan,nan,630,male,no,yes,yes,not sure,no,not sure,not sure,yes,yes,no,no,no,no,chihuahua,,,,no,no,no,79.0,0.0,surgery/procedures,dental prophylaxis,yes
24,dog,young,medium,nan,nan,nan,nan,400,male,yes,yes,yes,no,not sure,yes,not sure,yes,yes,no,no,no,no,english bulldog,boxer,,,no,no,no,53.0,0.0,,,no
27,dog,puppy,medium,sheds a lot,nan,nan,nan,415,male,yes,yes,yes,no,yes,no,not sure,yes,yes,no,no,no,no,beagle,,,,no,yes,no,24.0,0.0,,,no
52,dog,senior,small,sheds a little,nan,nan,nan,450,male,yes,yes,not sure,no,yes,not sure,not sure,yes,not sure,no,no,no,no,chihuahua,,,,no,no,yes,129.0,0.0,surgery/procedures,dental prophylaxis,yes
10,dog,puppy,small,nan,medium,nan,purebreed,450,male,no,yes,no,yes,no,not sure,not sure,yes,not sure,no,no,no,no,yorkshire terrier,,,,no,yes,no,97.0,0.0,,,no
26,dog,adult,small,nan,nan,nan,nan,465,female,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,yorkshire terrier,,,,no,yes,no,65.0,0.0,,,no
112,dog,adult,large,nan,nan,nan,nan,350,male,yes,yes,yes,no,yes,not sure,not sure,not sure,yes,no,no,no,no,catahoula leopard dog,,,,no,no,no,,0.0,,,no
42,dog,puppy,large,sheds a lot,nan,nan,nan,500,male,nan,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,german shepherd dog,,,,no,no,no,20.0,0.0,,,no
14,dog,puppy,large,no shedding,nan,nan,nan,1000,male,no,yes,yes,yes,no,no,not sure,not sure,not sure,no,no,no,no,poodle (standard),,,,no,no,no,17.0,0.0,,,no
18,dog,adult,large,nan,nan,nan,nan,300,male,nan,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,german shepherd dog,,,,no,no,no,126.0,0.0,,,no
126,dog,senior,small,nan,nan,nan,nan,265,male,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,chihuahua,,,,no,no,no,144.0,0.0,"surgery/procedures, medications, surgery/procedures","dental prophylaxis, mass removal",yes
8,dog,young,large,nan,nan,nan,nan,350,female,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,german shorthaired pointer,,,,no,no,no,64.0,0.0,,,no
351,dog,senior,small,nan,short,nan,purebreed,250,male,no,yes,yes,yes,yes,not sure,yes,yes,not sure,no,no,no,no,poodle (miniature),,,,no,no,no,185.0,0.0,"surgery/procedures, surgery/procedures","dental prophylaxis, dental prophylaxis",yes
9,dog,adult,large,sheds a lot,nan,nan,nan,315,female,no,yes,yes,no,no,no,not sure,not sure,yes,no,no,no,no,german shepherd dog,,,,no,no,no,124.0,0.0,,,no
14,dog,young,small,nan,nan,nan,nan,650,male,nan,yes,yes,not sure,yes,not sure,not sure,not sure,not sure,no,no,no,no,shih tzu,,,,no,no,yes,59.0,0.0,,,no
32,dog,young,large,sheds a lot,nan,nan,nan,400,male,yes,yes,yes,no,yes,no,not sure,not sure,yes,yes,no,no,no,st. bernard,springer spaniel,,,no,no,no,42.0,0.0,,,no
24,dog,puppy,medium,sheds a little,nan,nan,nan,450,male,yes,yes,no,no,not sure,no,yes,yes,yes,no,no,yes,no,blue heeler,,,,no,no,no,68.0,0.0,,,no
14,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,no,no,not sure,no,yes,yes,yes,no,no,yes,no,blue heeler,,,,no,no,no,68.0,0.0,,,no
35,dog,puppy,medium,nan,nan,nan,nan,450,male,yes,yes,no,no,not sure,no,yes,yes,yes,no,no,yes,no,blue heeler,,,,no,no,no,68.0,0.0,,,no
61,dog,puppy,medium,nan,nan,nan,nan,450,male,yes,yes,no,no,not sure,no,yes,yes,yes,no,no,yes,no,blue heeler,,,,no,no,no,68.0,0.0,,,no
44,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,no,no,not sure,no,yes,yes,yes,no,no,yes,no,blue heeler,,,,no,no,no,68.0,0.0,,,no
29,dog,puppy,medium,nan,nan,nan,nan,450,male,yes,yes,no,no,not sure,no,yes,yes,yes,no,no,yes,no,blue heeler,,,,no,no,no,68.0,0.0,surgery/procedures,,yes
49,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,no,no,not sure,no,yes,yes,yes,no,no,yes,no,blue heeler,,,,no,no,no,68.0,0.0,,,no
24,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,no,no,not sure,no,yes,yes,yes,no,no,yes,no,blue heeler,,,,no,no,no,68.0,0.0,,,no
29,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,no,no,not sure,no,yes,yes,yes,no,no,yes,no,blue heeler,,,,no,no,no,68.0,0.0,,,no
15,dog,puppy,large,sheds a lot,nan,nan,nan,465,male,yes,yes,no,no,no,no,not sure,yes,not sure,no,no,no,no,german shepherd dog,,,,no,no,no,28.0,0.0,,,no
7,dog,puppy,large,no shedding,nan,nan,nan,nan,female,no,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,no,no,no,no,poodle (standard),,,,no,no,no,17.0,0.0,,,no
59,dog,young,medium,sheds a lot,nan,nan,nan,465,female,yes,yes,yes,no,not sure,not sure,not sure,not sure,not sure,no,no,no,no,australian shepherd,german shepherd dog,,,no,no,no,39.0,0.0,,,no
125,dog,adult,large,nan,nan,nan,nan,350,female,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,german shepherd dog,treeing walker coonhound,,,no,no,no,,0.0,,,no
10,dog,puppy,large,nan,nan,nan,nan,565,female,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,german shepherd dog,bernese mountain dog,,,no,no,no,22.0,0.0,,,no
17,dog,adult,medium,sheds a little,medium,nan,purebreed,350,female,no,yes,yes,no,yes,not sure,not sure,yes,yes,no,no,no,no,cocker spaniel,,,,no,no,no,114.0,0.0,,,no
60,dog,puppy,medium,sheds a lot,nan,nan,nan,465,female,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,australian shepherd,husky,,,no,no,no,15.0,0.0,,,no
57,dog,puppy,medium,sheds a lot,nan,nan,nan,465,male,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,australian shepherd,husky,,,no,no,no,15.0,0.0,,,no
57,dog,puppy,medium,sheds a lot,nan,nan,nan,465,female,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,australian shepherd,husky,,,no,no,no,15.0,0.0,,,no
60,dog,puppy,medium,sheds a lot,nan,nan,nan,465,female,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,australian shepherd,husky,,,no,no,no,15.0,0.0,,,no
57,dog,puppy,medium,sheds a lot,nan,nan,nan,465,female,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,australian shepherd,husky,,,no,no,no,15.0,0.0,,,no
59,dog,puppy,medium,nan,nan,nan,nan,465,male,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,australian shepherd,husky,,,no,no,no,15.0,0.0,,,no
57,dog,puppy,medium,sheds a lot,nan,nan,nan,465,male,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,australian shepherd,husky,,,no,no,no,15.0,0.0,,,no
15,dog,young,x-large,nan,nan,nan,nan,400,male,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,alaskan malamute,,,,no,no,no,58.0,0.0,,,no
76,dog,adult,small,sheds a lot,short,nan,purebreed,300,male,no,yes,yes,no,yes,not sure,not sure,yes,yes,no,no,no,no,rat terrier,,,,no,no,no,154.0,0.0,surgery/procedures,dental prophylaxis,yes
20,dog,puppy,small,sheds a little,nan,nan,nan,565,male,yes,yes,no,no,yes,not sure,not sure,yes,yes,no,no,no,no,yorkshire terrier,chihuahua,,,no,yes,no,,0.0,,,no
28,dog,senior,small,nan,nan,nan,nan,250,male,no,yes,yes,no,yes,not sure,yes,yes,yes,no,no,no,no,pomeranian,,,,no,no,no,158.0,0.0,surgery/procedures,dental prophylaxis,yes
1678,dog,adult,medium,sheds a little,nan,nan,nan,365,male,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,american staffordshire terrier,,,,yes,no,no,89.0,0.0,"medications, medications, medications",other,yes
27,dog,young,small,no shedding,nan,nan,nan,665,male,yes,yes,yes,not sure,yes,not sure,not sure,not sure,no,no,no,no,no,shih tzu,pekingese,,,no,no,no,29.0,0.0,,,no
265,dog,senior,small,nan,nan,nan,nan,150,male,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,chihuahua,,,,no,no,no,239.0,0.0,medications,other,yes
27,dog,adult,medium,nan,nan,nan,nan,350,male,no,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,australian shepherd,,,,no,no,no,97.0,0.0,,,no
5,dog,young,small,nan,nan,nan,nan,450,male,yes,yes,yes,yes,yes,not sure,not sure,yes,no,no,no,no,no,maltese,poodle (miniature),,,no,no,no,61.0,0.0,,,no
22,dog,senior,small,no shedding,nan,nan,nan,250,male,nan,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,poodle (miniature),,,,no,no,no,167.0,0.0,surgery/procedures,medications,yes
77,dog,young,small,nan,nan,nan,nan,450,male,yes,yes,yes,no,not sure,not sure,yes,yes,yes,no,no,no,no,dachshund,,,,no,yes,no,41.0,0.0,,,no
41,dog,adult,small,sheds a little,medium,nan,purebreed,300,male,no,yes,yes,not sure,yes,no,not sure,yes,no,no,no,no,no,shih tzu,,,,no,no,no,153.0,0.0,surgery/procedures,dental prophylaxis,yes
24,dog,puppy,small,sheds a little,nan,nan,nan,465,female,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,chihuahua,,,,no,no,no,18.0,0.0,,,no
18,dog,puppy,small,nan,nan,nan,nan,550,male,yes,yes,yes,not sure,not sure,not sure,not sure,yes,yes,no,no,no,no,shih tzu,terrier (unknown type,,,no,no,no,17.0,0.0,,,no
22,dog,senior,medium,nan,nan,nan,nan,250,male,yes,yes,yes,no,yes,no,not sure,yes,yes,no,no,no,no,cocker spaniel,,,,no,no,no,150.0,0.0,,,no
33,dog,adult,small,nan,nan,nan,nan,465,male,no,yes,yes,yes,no,not sure,yes,yes,no,no,no,no,no,bichon frise,,,,no,no,no,88.0,0.0,,,no
48,dog,puppy,large,no shedding,nan,nan,nan,nan,male,no,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,no,no,no,no,poodle (standard),,,,no,no,no,17.0,0.0,,,no
59,dog,puppy,large,no shedding,nan,puppy,nan,1000,female,no,yes,yes,yes,no,no,not sure,yes,not sure,no,no,no,no,poodle (standard),,,,no,no,no,17.0,0.0,,,no
4,dog,nan,nan,nan,nan,nan,nan,nan,female,yes,not sure,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,chihuahua,terriers (small),,,no,no,no,53.0,0.0,,,no
47,dog,young,small,nan,nan,nan,nan,500,male,yes,yes,yes,no,not sure,not sure,not sure,not sure,not sure,no,no,no,no,yorkshire terrier,,,,no,yes,no,45.0,0.0,,,no
54,dog,young,medium,nan,nan,nan,nan,365,female,yes,yes,yes,no,not sure,not sure,not sure,not sure,not sure,no,no,no,no,blue heeler,labrador retriever,,,no,yes,no,55.0,0.0,"diagnosis, medications",,yes
57,dog,nan,medium,nan,nan,nan,nan,450,female,yes,yes,yes,no,no,no,not sure,not sure,not sure,no,no,yes,no,blue heeler,labrador retriever,,,no,yes,no,32.0,0.0,,,no
57,dog,puppy,medium,nan,nan,nan,nan,450,male,yes,yes,yes,no,no,no,not sure,not sure,not sure,no,no,yes,no,blue heeler,labrador retriever,,,no,yes,no,32.0,0.0,,,no
57,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,yes,no,no,no,not sure,not sure,not sure,no,no,yes,no,blue heeler,labrador retriever,,,no,yes,no,32.0,0.0,,,no
57,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,yes,no,no,no,not sure,not sure,not sure,no,no,yes,no,blue heeler,labrador retriever,,,no,yes,no,32.0,0.0,,,no
66,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,yes,no,no,no,not sure,not sure,not sure,no,no,yes,no,blue heeler,labrador retriever,,,no,yes,no,32.0,0.0,,,no
57,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,yes,no,no,no,not sure,not sure,not sure,no,no,yes,no,blue heeler,labrador retriever,,,no,yes,no,32.0,0.0,,,no
58,dog,puppy,medium,nan,nan,nan,nan,450,male,yes,yes,yes,no,no,no,not sure,not sure,not sure,no,no,yes,no,blue heeler,labrador retriever,,,no,yes,no,32.0,0.0,diagnosis,,yes
57,dog,puppy,medium,nan,nan,nan,nan,450,male,yes,yes,no,no,no,no,not sure,not sure,not sure,no,no,yes,no,blue heeler,labrador retriever,,,no,yes,no,32.0,0.0,,,no
56,dog,adult,small,nan,nan,nan,nan,400,female,no,yes,yes,no,yes,not sure,not sure,yes,not sure,no,no,no,no,chihuahua,,,,no,no,yes,,0.0,surgery/procedures,dental prophylaxis,yes
15,dog,young,medium,nan,nan,nan,nan,500,female,yes,yes,yes,yes,not sure,not sure,not sure,not sure,no,no,no,no,no,goldendoodle,,,,no,no,no,53.0,0.0,,,no
11,dog,puppy,small,nan,nan,nan,nan,450,female,no,yes,yes,no,yes,not sure,not sure,not sure,not sure,yes,no,no,no,australian shepherd,,,,no,no,no,38.0,0.0,,,no
84,dog,adult,medium,sheds a little,nan,nan,nan,350,female,yes,yes,not sure,no,not sure,not sure,not sure,yes,not sure,no,no,no,no,shepherds (all types),,,,no,no,no,,0.0,,,no
82,dog,puppy,nan,nan,nan,nan,nan,450,female,yes,yes,not sure,no,no,not sure,not sure,yes,not sure,no,no,yes,no,shepherds (all types),,,,no,no,no,78.0,0.0,,,no
69,dog,puppy,nan,nan,nan,nan,nan,450,female,yes,yes,not sure,no,no,not sure,not sure,yes,not sure,no,no,yes,no,shepherds (all types),,,,no,no,no,78.0,0.0,,,no
98,dog,puppy,nan,nan,nan,nan,nan,450,male,yes,yes,not sure,no,no,not sure,not sure,yes,not sure,no,no,yes,no,shepherds (all types),,,,no,no,no,78.0,0.0,,,no
62,dog,puppy,nan,nan,nan,nan,nan,450,male,yes,yes,not sure,no,no,not sure,not sure,yes,not sure,no,no,yes,no,shepherds (all types),,,,no,no,no,78.0,0.0,,,no
76,dog,puppy,nan,nan,nan,nan,nan,450,male,yes,yes,not sure,no,no,not sure,not sure,yes,not sure,no,no,yes,no,shepherds (all types),,,,no,no,no,78.0,0.0,,,no
69,dog,puppy,nan,nan,nan,nan,nan,450,male,yes,yes,not sure,no,no,not sure,not sure,yes,not sure,no,no,yes,no,shepherds (all types),,,,no,no,no,78.0,0.0,,,no
73,dog,puppy,nan,nan,nan,nan,nan,450,male,yes,yes,not sure,no,no,not sure,not sure,yes,not sure,no,no,yes,no,shepherds (all types),,,,no,no,no,78.0,0.0,,,no
38,dog,puppy,large,nan,nan,sweety and relaxed,nan,465,male,yes,yes,yes,not sure,yes,not sure,not sure,yes,yes,no,no,no,no,blue heeler,,,,no,no,no,26.0,0.0,,,no
14,dog,senior,small,sheds a little,nan,nan,nan,550,male,nan,yes,yes,no,yes,not sure,not sure,yes,yes,no,no,no,no,pomeranian,,,,no,no,yes,128.0,0.0,"medications, medications",,yes
27,dog,adult,medium,sheds a lot,nan,nan,nan,nan,female,yes,yes,yes,no,not sure,yes,not sure,yes,yes,no,no,no,no,australian shepherd,,,,no,no,no,53.0,0.0,,,no
9,dog,puppy,small,nan,nan,nan,nan,500,female,yes,yes,yes,yes,no,no,not sure,not sure,not sure,no,no,no,no,silky terrier,poodle (miniature),,,no,no,no,66.0,0.0,,,no
62,dog,adult,small,nan,nan,nan,nan,300,female,yes,yes,yes,no,not sure,no,not sure,yes,yes,no,no,no,no,german shepherd dog,shiba inu,,,no,no,no,110.0,0.0,,,no
