bookformat,desc,pages,rating,reviews,totalratings,cover_image
Paperback,reads r l japanese style audiences containing volumes naruto twelve years ago village hidden leaves attacked fearsome threat fox spirit claimed life village leader hokage many others today village peace troublemaking kid named naruto struggling graduate ninja academy goal may become next hokage true destiny much complicated adventure begins,600,4.45,124,2881,cover_images/processed_image_2723.jpg
ebook,story takes place providence rhode island revolves around church starry wisdom cult uses ancient artifact known shining trapezohedron summon terrible depths time shining trapezohedron discovered egyptian ruins box alien construction professor enoch bowen returned providence rhode island members church starry wisdom providence would awaken haunter dark avatar nyarlathotep gazing glowing crystal summoned black gulfs chaos could show worlds galaxies secrets arcane paradoxical knowledge demanded monstrous sacrifices hinted disfigured skeletons later found church haunter dark banished light could cross lighted area,31,3.79,122,1201,cover_images/processed_image_2735.jpg
Paperback,know alone shattered boyfriend tragic death stacey struggling first year college hoping somehow somewhere jacob still alive nightmares back haunted ghosts misery casting healing spells brings stacey closer troubled girl also dreaming strange boy whose life danger save take strength magic got maybe even cost lives,320,4.07,302,9262,cover_images/processed_image_2749.jpg
Paperback,new york times notable book year colette alison unlikely cohorts one shy drab beanpole assistant charismatic corpulent psychic whose connection spiritual world torments meet fair alison invites colette join road personal assistant companion troubles spiral control pair moves suburban wasteland english countryside long place beyond black threatens uproot lives forever hilary mantel finest insightful darkly comic unorthodox thrilling read,432,3.43,823,6939,cover_images/processed_image_2765.jpg
Paperback,exiled exorcist lucian negru deserted lover hell exchange saving sister catarina soul catarina want salvation wants lucian help fulfill dark covenant fallen angels using power open hell gates catarina intends lead fallen hordes hell parallel dimension woerld heaven frontline defense earth hell lucian refuses help sister imprisons cripples lucian learns rachael lover betrayed abandoned hell dying demonic possession determined rescue rachael demon unleashed soul lucian flees sister catarina wrath easy escape,280,3.78,231,1001,cover_images/processed_image_2772.jpg
Hardcover,miranda wakes alone park bench memory panic releases mysterious energy incites pure terror everyone around except peter boy surprised miranda shocking left choice trust stranger miranda discovers trained weapon part elite force teens possess flawless combat skills powers strong enough destroy city adjusting old life noah boyfriend remember miranda uncovers dark truth sets team run suddenly past seem matter may dan krokos debut action leave readers begging next book bold powerful new series,336,3.75,709,6132,cover_images/processed_image_2789.jpg
Paperback,step room silver flash blurs vision take breath world falls brianna always felt invisible people stare right past including one boy ca resist blake williams everything changes house party brianna charm bracelet slips time stands still one frozen silver moment blake sees recognizes something deep inside hiding even discovering descended danu legendary bandia celtic myth brianna finds questioning truth accidentally binds soul blake mutual attraction becomes undeniable blake secret one could prove deadly bound together forbidden magic brianna blake find heart ancient feud threatens destroy lives love,374,3.75,275,3307,cover_images/processed_image_2796.jpg
Hardcover,new york times bestseller five hundred years survivors great wars lived peacefully valley sanctuary shielded powerful magic dangerous outside world enchanted barriers crumbled threat annihilation looms large lay dying sider ament bearer last black staff protector valley gave stewardship powerful talisman young tracker panterra qu newly anointed knight word must take battle evil wherever threatens without army bloodthirsty trolls massing invasion within elf king arborlon murdered daughter stands accused heinous conspiracy poised subjugate kingdom even affairs pale beside harrowing menace panterra destined nameless merciless agent darkness relentless mission claim last black staff life whoever wields bonus edition includes excerpt terry brooks wards faerie,383,4.04,381,7943,cover_images/processed_image_2873.jpg
Paperback,beckon sea come thee shed seven tears perchance seven years age ten gwen cooke strange encounter boy dark slightly tilted eyes came beach whispered strange words ear disappeared shortly thereafter family moved away seaside home gwen never saw boy seventeen gwen returning childhood home nana asked come gwen knows time go back another reason yearns sea perhaps sea calling perhaps memory boy haunting words drawing back place met perhaps time face destiny,279,3.8,283,2986,cover_images/processed_image_2901.jpg
Paperback,little girls vanishing deadwood south dakota fearing daughter might next single mom violet parker desperate find monster behind abductions savings dwindling three weeks left sell first house lose realtor job violet ecstatic handsome jeweler hires sell victorian masterpiece sees dilapidated dwelling could convince buyer stop rejecting vintage homes haunted short time long worry refuses give dream fresh start deadwood malicious coworker trying get fired secret admirer sending creepy messages sexy stranger hiding skeletons closet violet end one deadwood dearly departed,376,3.96,733,6858,cover_images/processed_image_2907.jpg
Hardcover,vanessa serena jimena catty tiana five seemingly ordinary girls los angeles truth far ordinary secret power separates makes daughters moon eve vanessa seventeenth birthday daughters face final battle evil atrox saving world daughters lose,265,4.02,74,2439,cover_images/processed_image_2952.jpg
Paperback,loves blood love reads r l japanese style audiences misao kyo finally go way misao regret new levels intimacy even though demons seem able tell lovers kyo feel way instead bringing closer new status seems make turn away misao nature guys human demon something darker behind kyo sudden lack warmth,200,4.28,91,4118,cover_images/processed_image_2987.jpg
Paperback,two sides every ghost story yurara tsukinowa quiet girl see spirits sense emotions wanting seem abnormal hides secret meets mei tendo yako hoshino two guys use spiritual powers ward vengeful spirits dormant guardian spirit yurara arises beauty power release souls emerges yurara first day high school finds assigned seat occupied ghost mei yako banish spirit yurara self released,200,3.96,51,2345,cover_images/processed_image_2991.jpg
Paperback,since mysterious childhood illness harry wilkes experienced horrific visions gruesome scenes emerge replay eyes triggered simple sounds visions occur anywhere tragic event happened college harry feels haunted turns alcohol dull visionary senses one night sees fellow drunk easily best three muggers man harry finds friend help kick booze also sensei teach master unusual gift soon harry childhood crush kayla comes asks help solving father murder unsure affect harry finds strength confront dark secrets past unveil horrors present,341,3.77,122,1418,cover_images/processed_image_3043.jpg
Paperback,angel exile caught lives loves mercy angel exiled heaven wakes body irina mercy discovers one infamous supermodels verge public glamorous background opulent fashion world mercy continues increasingly desperate search ryan daley mortal boy remembers falling past life time memories powers growing ever stronger begins doubt pleas dream lover luc mysterious past revealed desires selfless want terrifying purpose grand scale celestial battle soul builds incredible stormy crescendo archangels demons clash cataclysmic showdown survive,368,3.86,147,1879,cover_images/processed_image_3054.jpg
Mass Market Paperback,woke sleep countless years reborn heart raging volcano body masterpiece men desired face monstrosity must go masked warrior witch goddess slave doomed travel world barbaric splendour helped betrayed lovers searching escape taint forgotten race malice demon haunted,408,3.76,134,1500,cover_images/processed_image_3070.jpg
Hardcover,simon pooni going plenty friends school good looks coach called one talented basketball players ever seen could still move legs living multiple sclerosis missing little things used take granted escaping world movies comics best friend superior entered life newest smash comic mark millar secret invasion artist leinil francis yu collecting superior,192,3.81,174,1652,cover_images/processed_image_3074.jpg
Paperback,group friends decided spend day world largest theater horror fest expected see tons bloody murders rampaging madmen mayhem screen mysterious force traps patrons inside worst humanity comes filled lansdale razor whit black humor darkly humorous masterpiece collected complete four issue series bonus material including new interview lansdale writing,112,3.91,68,1225,cover_images/processed_image_3076.jpg
ebook,leaves vampire parker hollis new vegetarian lifestyle run vengeful witch moving maggie grove parker meets redheaded dryad green leafy blood draws way experienced decades new neighbor smells divine long craving gives unique community supernaturals outcast amara schwedler never quite fit scarred traumatic incident feared local townsfolk convinced parker look elsewhere mate discovers one set ca believe parker finds witch plaguing parker life discovers newfound attraction parker amara takes anger town supernaturals maggie grove accept amara band together time withstand assaults enraged witch words,210,3.89,111,1219,cover_images/processed_image_3146.jpg
